iso3c,production,reported_by_fao,year,country_application,nutrient,nearest,method,gapfilled
GLP,23751.10955373943,No,2017,5589.49,N,5589.49,none,0
DJI,22681.95148062706,No,2017,5589.49,N,5589.49,none,0
GRD,21957.41449737549,No,2017,5589.49,N,5589.49,none,0
SGP,20506.614683747295,No,2017,1628.05,N,1628.05,none,0
SLB,17624.222730457783,No,2017,1628.05,N,1628.05,none,0
MTQ,17572.376029849052,No,2017,1628.05,N,1628.05,none,0
VUT,16904.80774780363,No,2017,1628.05,N,1628.05,none,0
BHS,16526.3634185791,Yes,2017,1628.05,N,BHS,none,0
ISL,8912.380160093307,Yes,2017,13066,N,ISL,none,0
NCL,7881.618533998728,Yes,2017,562,N,NCL,none,0
JEY,6522.582320484483,No,2017,541.96,N,541.96,none,0
BRB,5771.393712043762,Yes,2017,541.96,N,BRB,none,0
GGY,5565.868829096662,Yes,2017,0,N,GGY,none,0
DMA,5268.732059001923,Yes,2017,103.6,N,DMA,none,0
LCA,3284.654992580414,Yes,2017,125.77,N,LCA,none,0
STP,2771.982379555702,No,2017,113.19,N,113.19,none,0
TON,2357.369364261627,Yes,2017,113.19,N,TON,none,0
GUM,2163.8583984375,No,2017,113.19,N,113.19,none,0
BMU,1939.9529418945312,Yes,2017,24.08,N,BMU,none,0
PYF,1880.0881591588259,Yes,2017,377.32,N,PYF,none,0
VCT,1753.1834526062012,No,2017,377.32,N,377.32,none,0
ATG,1300.8822555541992,Yes,2017,8.98,N,ATG,none,0
MSR,597.2594909667969,No,2017,12.83,N,12.83,none,0
FSM,377.7010202407837,No,2017,12.83,N,12.83,none,0
NIU,365.32257080078125,No,2017,12.83,N,12.83,none,0
KIR,362.8517019748688,No,2017,12.83,N,12.83,none,0
PSE,259.6483723522413,No,2017,12.83,N,12.83,none,0
KNA,254.51612854003903,Yes,2017,12.83,N,KNA,none,0
VGB,169.47203826904297,No,2017,12.83,N,12.83,none,0
AND,124.50000250339507,No,2017,50.48,N,50.48,none,0
ESH,124.03519773483276,No,2017,50.48,N,50.48,none,0
WLF,74.63145104050636,No,2017,50.48,N,50.48,none,0
SYC,51.590001583099365,Yes,2017,50.48,N,SYC,none,0
CYM,18.799999237060547,No,2017,13.62,N,13.62,none,0
HKG,7.1721498655297875,No,2017,13.3476,N,13.62,none,0
ABW,0,No,2017,13.62,N,13.62,none,0
AIA,0,No,2017,13.62,N,13.62,none,0
ASM,0,No,2017,13.62,N,13.62,none,0
BES,0,No,2017,13.62,N,13.62,none,0
BLM,0,No,2017,13.62,N,13.62,none,0
CCK,0,No,2017,13.62,N,13.62,none,0
COK,0,Yes,2017,13.62,N,COK,none,0
COM,0,No,2017,13.62,N,13.62,none,0
CPV,0,No,2017,13.62,N,13.62,none,0
CUW,0,No,2017,13.62,N,13.62,none,0
FLK,0,No,2017,13.62,N,13.62,none,0
FRO,0,No,2017,11.263739999999999,N,13.62,none,0
GIB,0,No,2017,11.263739999999999,N,13.62,none,0
GRL,0,No,2017,13.62,N,13.62,none,0
IMN,0,No,2017,13.62,N,13.62,none,0
IOT,0,No,2017,13.62,N,13.62,none,0
LIE,0,No,2017,13.62,N,13.62,none,0
MAC,0,No,2017,13.3476,N,13.62,none,0
MAF,0,No,2017,13.62,N,13.62,none,0
MCO,0,No,2017,13.62,N,13.62,none,0
MDV,0,Yes,2017,350,N,MDV,none,0
MHL,0,No,2017,13.62,N,13.62,none,0
MNP,0,No,2017,13.62,N,13.62,none,0
MYT,0,No,2017,13.62,N,13.62,none,0
NFK,0,No,2017,13.62,N,13.62,none,0
NRU,0,Yes,2017,0,N,NRU,none,0
PCN,0,No,2017,13.62,N,13.62,none,0
PLW,0,No,2017,13.62,N,13.62,none,0
REU,0,No,2017,13.62,N,13.62,none,0
SHN,0,No,2017,13.62,N,13.62,none,0
SJM,0,No,2017,11.263739999999999,N,13.62,none,0
SMR,0,No,2017,13.62,N,13.62,none,0
SPM,0,No,2017,13.62,N,13.62,none,0
SXM,0,No,2017,13.62,N,13.62,none,0
TCA,0,No,2017,13.62,N,13.62,none,0
TKL,0,No,2017,13.62,N,13.62,none,0
TUV,0,No,2017,13.62,N,13.62,none,0
VIR,0,No,2017,13.62,N,13.62,none,0
WSM,0,Yes,2017,8.65,N,WSM,none,0
CHN,2267414909.013471,Yes,2018,27578642.56,N,CHN,none,0
USA,1685696968.1634908,Yes,2018,10313195.594109999,N,USA,none,0
IND,1298334009.3600392,Yes,2018,17628200,N,IND,none,0
RUS,393538249.3994526,Yes,2018,1441785.895,N,RUS,none,0
DEU,370973013.91670436,Yes,2018,1110068.868,N,DEU,none,0
IDN,342701278.9558128,Yes,2018,3237087.26,N,IDN,none,0
FRA,331406239.8252842,Yes,2018,1859325.079,N,FRA,none,0
PAK,305394562.04671705,Yes,2018,3446922,N,PAK,none,0
AUS,294279917.9619316,Yes,2018,1311019.664,N,AUS,none,0
EGY,276096501.37281895,Yes,2018,1245300,N,EGY,none,0
BRA,265053819.25387812,Yes,2018,4502061.3176,N,BRA,none,0
THA,250650979.07415372,Yes,2018,1515920.78,N,THA,none,0
MEX,244714768.83693212,Yes,2018,1331837.19,N,MEX,none,0
CAN,213816256.9340958,Yes,2018,2702544,N,CAN,none,0
ARG,200824807.52287441,Yes,2018,1090888.33,N,ARG,none,0
VNM,175531253.24923196,Yes,2018,1572827.28,N,VNM,none,0
UKR,169486497.68667194,Yes,2018,1376814.74,N,UKR,none,0
IRN,129910329.12320079,Yes,2018,533276.692,N,IRN,none,0
ITA,127819881.1273082,Yes,2018,491872.309,N,ITA,none,0
ESP,124586547.10772365,Yes,2018,854699.538,N,ESP,none,0
PHL,122448932.7718554,Yes,2018,649676,N,PHL,none,0
BGD,117668736.34127656,Yes,2018,1330580,N,BGD,none,0
MYS,113914676.43505079,Yes,2018,386877.95,N,MYS,none,0
GBR,109019734.02652495,Yes,2018,854291,N,GBR,none,0
POL,107416258.81941463,Yes,2018,822120.7,N,POL,none,0
JPN,100319549.95629139,Yes,2018,351668.8,N,JPN,none,0
COL,79846359.37517765,Yes,2018,490329.17,N,COL,none,0
TUR,76049183.09535167,Yes,2018,1527588,N,TUR,none,0
NLD,70788056.33485001,Yes,2018,172675.119,N,NLD,none,0
ROU,67355533.9592786,Yes,2018,387564.453,N,ROU,none,0
UZB,66272017.93972518,Yes,2018,706889.68,N,UZB,none,0
GTM,56733102.49160689,Yes,2018,172847.57,N,GTM,none,0
ZAF,56112834.05497494,Yes,2018,360426,N,ZAF,none,0
PER,51883022.74158923,Yes,2018,246045.91,N,PER,none,0
MMR,47367605.74191096,Yes,2018,271304.03,N,MMR,none,0
BLR,47182114.28745654,Yes,2018,371288.71499999997,N,BLR,none,0
DNK,44849307.75908263,Yes,2018,185189.15068,N,DNK,none,0
MAR,44230673.90954738,Yes,2018,211000,N,MAR,none,0
PRY,40807672.72664807,Yes,2018,133104.39,N,PRY,none,0
BEL,37881620.430979386,Yes,2018,144557.946,N,BEL,none,0
SWE,37143224.497521594,Yes,2018,152322.649,N,SWE,none,0
ECU,36358870.95008872,Yes,2018,219923.07,N,ECU,none,0
CHL,35358705.215926774,Yes,2018,164418.264,N,CHL,none,0
HUN,33193416.77833699,Yes,2018,350877.079,N,HUN,none,0
KOR,33154489.12534804,Yes,2018,216141.45,N,KOR,none,0
DZA,32143603.141003493,Yes,2018,70200,N,DZA,none,0
GRC,31918293.246788524,Yes,2018,148393.57200000001,N,GRC,none,0
KAZ,29929723.955679696,Yes,2018,81004.79,N,KAZ,none,0
CZE,29788124.38627481,Yes,2018,290922.06,N,CZE,none,0
PRT,28506095.278970405,Yes,2018,83760.33804999999,N,PRT,none,0
NPL,26876323.37709631,Yes,2018,127251.26,N,NPL,none,0
CUB,26294904.08919849,Yes,2018,40019.11,N,CUB,none,0
GHA,24756986.966226343,Yes,2018,65200,N,GHA,none,0
SRB,22487966.389169283,Yes,2018,110516.886685723,N,SRB,none,0
NGA,22359247.217234705,Yes,2018,436400,N,NGA,none,0
ETH,22181941.102866244,Yes,2018,420137.62,N,ETH,none,0
LVA,20371689.546484135,Yes,2018,61644.58,N,LVA,none,0
SDN,19222229.623063345,Yes,2018,163066.71,N,SDN,none,0
TZA,19013640.007680494,Yes,2018,141758.26,N,TZA,none,0
AUT,18718651.40663913,Yes,2018,93563.37276,N,AUT,none,0
NIC,17610256.38688291,Yes,2018,48309.5,N,NIC,none,0
PRK,17014139.914172295,No,2018,48309.5,N,48309.5,none,0
VEN,15907817.17073627,Yes,2018,142300,N,VEN,none,0
TWN,15451483.585332446,Yes,2018,143709.23,N,TWN,none,0
AZE,14907447.192262892,Yes,2018,118933.89,N,AZE,none,0
CHE,14525092.945975028,Yes,2018,44549.56,N,CHE,none,0
FIN,14055662.784255108,Yes,2018,114444.395,N,FIN,none,0
NZL,13942387.220853884,Yes,2018,47174,N,NZL,none,0
KGZ,13692151.529250788,Yes,2018,24953,N,KGZ,none,0
CMR,13637400.23891997,Yes,2018,46509.16,N,CMR,none,0
KHM,13595715.82186319,Yes,2018,127805.95,N,KHM,none,0
CIV,12955457.408819854,Yes,2018,36966.42,N,CIV,none,0
HND,12780212.949240863,Yes,2018,122752.42,N,HND,none,0
SAU,12683449.049103377,Yes,2018,178200,N,SAU,none,0
MLI,12463161.338653237,Yes,2018,102990.6,N,MLI,none,0
LTU,12354101.599334715,Yes,2018,131851.09100000001,N,LTU,none,0
TUN,12035264.377723213,Yes,2018,85900,N,TUN,none,0
MDG,11867310.836907458,Yes,2018,28692.64,N,MDG,none,0
LAO,11740312.049463883,No,2018,28692.64,N,28692.64,none,0
AGO,11316164.06115643,Yes,2018,21942.48,N,AGO,none,0
SVK,11271125.355770351,Yes,2018,106663.87976000001,N,SVK,none,0
LKA,11254375.594190333,Yes,2018,68829.65,N,LKA,none,0
AFG,11103174.046912694,Yes,2018,46613.5,N,AFG,none,0
KEN,10772148.531103551,Yes,2018,118814.43,N,KEN,none,0
NOR,10740117.096851815,Yes,2018,102393,N,NOR,none,0
TKM,10726360.416745638,No,2018,102393,N,102393,none,0
SYR,10559246.660225878,Yes,2018,5408.25,N,SYR,none,0
ISR,10317064.779519146,Yes,2018,50200,N,ISR,none,0
DOM,10152260.896133812,Yes,2018,89635.22,N,DOM,none,0
TJK,9741323.549771942,Yes,2018,7937.29,N,TJK,none,0
YEM,9554599.044593014,Yes,2018,3622.24,N,YEM,none,0
SWZ,9477485.681020593,No,2018,3622.24,N,3622.24,none,0
IRL,9129797.634830145,Yes,2018,327346.95247,N,IRL,none,0
MWI,8903642.548293917,Yes,2018,88084.9,N,MWI,none,0
SLV,8782144.894177927,Yes,2018,54274.12,N,SLV,none,0
BOL,8670978.747869343,Yes,2018,18413.03,N,BOL,none,0
MDA,8538527.205399537,Yes,2018,63750.94,N,MDA,none,0
BGR,7926581.878972925,Yes,2018,280625.083,N,BGR,none,0
URY,7816526.595472928,Yes,2018,172963.03,N,URY,none,0
EST,7745325.367166781,Yes,2018,32143.009000000002,N,EST,none,0
IRQ,7661246.997111124,Yes,2018,173013.64,N,IRQ,none,0
HRV,7451541.9081978705,Yes,2018,82220.34,N,HRV,none,0
ZMB,7340673.0285031125,Yes,2018,147985.74,N,ZMB,none,0
ZWE,7083056.152574739,Yes,2018,50100,N,ZWE,none,0
CRI,6996794.074496098,Yes,2018,96211.93,N,CRI,none,0
COD,6643288.819602948,Yes,2018,9670.52,N,COD,none,0
BEN,6277503.905782782,Yes,2018,48059.06,N,BEN,none,0
UGA,6191792.702472046,Yes,2018,11209,N,UGA,none,0
ALB,6057152.999387405,Yes,2018,24769.07,N,ALB,none,0
MOZ,5544543.034773104,Yes,2018,26508.47,N,MOZ,none,0
NER,5324185.605239309,Yes,2018,6440.51,N,NER,none,0
PNG,5249871.930766702,Yes,2018,31736.46,N,PNG,none,0
ARM,5225264.465244473,Yes,2018,90106.3,N,ARM,none,0
GUY,4954922.981898397,Yes,2018,19817.34,N,GUY,none,0
SEN,4899747.942125075,Yes,2018,36232.48,N,SEN,none,0
HTI,4721179.39972458,No,2018,36232.48,N,36232.48,none,0
BIH,4210665.446934637,Yes,2018,69452.62,N,BIH,none,0
BFA,3923855.232149631,Yes,2018,56654.92,N,BFA,none,0
JOR,3895682.771797947,Yes,2018,19918,N,JOR,none,0
LBN,3502117.49785091,Yes,2018,16925.92,N,LBN,none,0
MUS,3487113.817627549,Yes,2018,7408.6,N,MUS,none,0
ARE,3460651.270073656,Yes,2018,15146.37,N,ARE,none,0
LBY,3425715.4297097246,Yes,2018,15100,N,LBY,none,0
PAN,3267217.61708053,Yes,2018,11617.81,N,PAN,none,0
BDI,2748742.92866233,Yes,2018,13456.65,N,BDI,none,0
SVN,2525702.7958724904,Yes,2018,22571.311,N,SVN,none,0
RWA,2396067.7596552595,Yes,2018,7561.21,N,RWA,none,0
OMN,2233642.493901007,Yes,2018,10283.64,N,OMN,none,0
GIN,2037378.3660401627,Yes,2018,7055.31,N,GIN,none,0
JAM,1927771.3420681953,Yes,2018,3704.87,N,JAM,none,0
GEO,1714112.967168633,Yes,2018,14889,N,GEO,none,0
MKD,1678187.252377656,Yes,2018,17914,N,MKD,none,0
TCD,1631199.0443771405,No,2018,17914,N,17914,none,0
XKO,1505488.8990551075,No,2018,13038,N,13038,none,0
LUX,1461422.4844591722,Yes,2018,10782.426,N,LUX,none,0
MNE,1338660.950568848,Yes,2018,1255.46,N,MNE,none,0
TGO,1158866.0873362347,Yes,2018,20706.03,N,TGO,none,0
SOM,1038368.1028475016,No,2018,7774.26,N,7774.26,none,0
CYP,1030471.4808870537,Yes,2018,6429.3130200000005,N,CYP,none,0
SLE,1028081.6690776274,No,2018,7774.26,N,7774.26,none,0
FJI,1011223.8870821148,Yes,2018,3003.77,N,FJI,none,0
SUR,878341.9295825958,Yes,2018,6981.15,N,SUR,none,0
COG,817013.5914447829,Yes,2018,328.05,N,COG,none,0
MNG,708403.239158292,Yes,2018,40518.82,N,MNG,none,0
GNB,582822.1520262472,No,2018,6212.91,N,6212.91,none,0
GAB,472134.8084433824,Yes,2018,6212.91,N,GAB,none,0
MRT,465262.4154650011,No,2018,6212.91,N,6212.91,none,0
LBR,403184.49088207074,No,2018,1500,N,1500,none,0
QAT,368794.1200319603,Yes,2018,1500,N,QAT,none,0
TLS,345131.65923787653,No,2018,2500,N,2500,none,0
KWT,329516.8733068891,Yes,2018,2500,N,KWT,none,0
CAF,311807.46240679733,Yes,2018,86.18,N,CAF,none,0
BTN,211961.66956338336,Yes,2018,1508.01,N,BTN,none,0
GMB,164120.41320878267,Yes,2018,2006.92,N,GMB,none,0
ERI,157223.43264709655,Yes,2018,4650.05,N,ERI,none,0
XMI,147685.73278356518,Yes,2018,0,N,XMI,none,0
SSD,121669.49473145345,No,2018,0,N,0,none,0
CXR,112599.20039215684,No,2018,10704.38,N,10704.38,none,0
ALA,90919.16266685673,No,2018,8852.52226,N,10704.38,none,0
LSO,88594.53884182841,No,2018,10704.38,N,10704.38,none,0
BLZ,83628.44249719381,Yes,2018,10704.38,N,BLZ,none,0
BHR,81095.11913231015,Yes,2018,1778.79,N,BHR,none,0
MLT,69660.46047009453,Yes,2018,1073.43773,N,MLT,none,0
"NAM",66674.56633578241,Yes,2018,20356.59,N,"NAM",none,0
BRN,38542.701472287066,Yes,2018,243,N,BRN,none,0
TTO,36921.29870283604,Yes,2018,6500,N,TTO,none,0
GNQ,35972.30806827545,No,2018,6500,N,6500,none,0
PRI,28662.257500866424,No,2018,12644.5,N,12644.5,none,0
GUF,26967.58330526948,No,2018,12644.5,N,12644.5,none,0
BWA,24817.926067456105,Yes,2018,12644.5,N,BWA,none,0
GLP,23751.10955373943,No,2018,12644.5,N,12644.5,none,0
DJI,22681.95148062706,No,2018,12644.5,N,12644.5,none,0
GRD,21957.41449737549,No,2018,12644.5,N,12644.5,none,0
SGP,20506.614683747295,No,2018,1989.14,N,1989.14,none,0
SLB,17624.222730457783,No,2018,1989.14,N,1989.14,none,0
MTQ,17572.376029849052,No,2018,1989.14,N,1989.14,none,0
VUT,16904.80774780363,No,2018,1989.14,N,1989.14,none,0
BHS,16526.3634185791,Yes,2018,1989.14,N,BHS,none,0
ISL,8912.380160093307,Yes,2018,11743,N,ISL,none,0
NCL,7881.618533998728,Yes,2018,562,N,NCL,none,0
JEY,6522.582320484483,No,2018,230.18,N,230.18,none,0
BRB,5771.393712043762,Yes,2018,230.18,N,BRB,none,0
GGY,5565.868829096662,Yes,2018,0,N,GGY,none,0
DMA,5268.732059001923,Yes,2018,50.1,N,DMA,none,0
LCA,3284.654992580414,Yes,2018,132.15,N,LCA,none,0
STP,2771.982379555702,No,2018,63.57,N,63.57,none,0
TON,2357.369364261627,Yes,2018,63.57,N,TON,none,0
GUM,2163.8583984375,No,2018,63.57,N,63.57,none,0
BMU,1939.9529418945312,Yes,2018,32.48,N,BMU,none,0
PYF,1880.0881591588259,Yes,2018,236.85,N,PYF,none,0
VCT,1753.1834526062012,No,2018,236.85,N,236.85,none,0
ATG,1300.8822555541992,Yes,2018,8.59,N,ATG,none,0
MSR,597.2594909667969,No,2018,12.55,N,12.55,none,0
FSM,377.7010202407837,No,2018,12.55,N,12.55,none,0
NIU,365.32257080078125,No,2018,12.55,N,12.55,none,0
KIR,362.8517019748688,No,2018,12.55,N,12.55,none,0
PSE,259.6483723522413,No,2018,12.55,N,12.55,none,0
KNA,254.51612854003903,Yes,2018,12.55,N,KNA,none,0
VGB,169.47203826904297,No,2018,12.55,N,12.55,none,0
AND,124.50000250339507,No,2018,46.75,N,46.75,none,0
ESH,124.03519773483276,No,2018,46.75,N,46.75,none,0
WLF,74.63145104050636,No,2018,46.75,N,46.75,none,0
SYC,51.590001583099365,Yes,2018,46.75,N,SYC,none,0
CYM,18.799999237060547,No,2018,11.7,N,11.7,none,0
HKG,7.1721498655297875,No,2018,11.466,N,11.7,none,0
ABW,0,No,2018,11.7,N,11.7,none,0
AIA,0,No,2018,11.7,N,11.7,none,0
ASM,0,No,2018,11.7,N,11.7,none,0
BES,0,No,2018,11.7,N,11.7,none,0
BLM,0,No,2018,11.7,N,11.7,none,0
CCK,0,No,2018,11.7,N,11.7,none,0
COK,0,Yes,2018,11.7,N,COK,none,0
COM,0,No,2018,11.7,N,11.7,none,0
CPV,0,No,2018,11.7,N,11.7,none,0
CUW,0,No,2018,11.7,N,11.7,none,0
FLK,0,No,2018,11.7,N,11.7,none,0
FRO,0,No,2018,9.675899999999999,N,11.7,none,0
GIB,0,No,2018,9.675899999999999,N,11.7,none,0
GRL,0,No,2018,11.7,N,11.7,none,0
IMN,0,No,2018,11.7,N,11.7,none,0
IOT,0,No,2018,11.7,N,11.7,none,0
LIE,0,No,2018,11.7,N,11.7,none,0
MAC,0,No,2018,11.466,N,11.7,none,0
MAF,0,No,2018,11.7,N,11.7,none,0
MCO,0,No,2018,11.7,N,11.7,none,0
MDV,0,Yes,2018,406.08,N,MDV,none,0
MHL,0,No,2018,11.7,N,11.7,none,0
MNP,0,No,2018,11.7,N,11.7,none,0
MYT,0,No,2018,11.7,N,11.7,none,0
NFK,0,No,2018,11.7,N,11.7,none,0
NRU,0,Yes,2018,0,N,NRU,none,0
PCN,0,No,2018,11.7,N,11.7,none,0
PLW,0,No,2018,11.7,N,11.7,none,0
REU,0,No,2018,11.7,N,11.7,none,0
SHN,0,No,2018,11.7,N,11.7,none,0
SJM,0,No,2018,9.675899999999999,N,11.7,none,0
SMR,0,No,2018,11.7,N,11.7,none,0
SPM,0,No,2018,11.7,N,11.7,none,0
SXM,0,No,2018,11.7,N,11.7,none,0
TCA,0,No,2018,11.7,N,11.7,none,0
TKL,0,No,2018,11.7,N,11.7,none,0
TUV,0,No,2018,11.7,N,11.7,none,0
VIR,0,No,2018,11.7,N,11.7,none,0
WSM,0,Yes,2018,20.58,N,WSM,none,0
CHN,2267414909.013471,Yes,2019,26202913.336600002,N,CHN,none,0
USA,1685696968.1634908,Yes,2019,10353429.64801,N,USA,none,0
IND,1298334009.3600392,Yes,2019,18863900,N,IND,none,0
RUS,393538249.3994526,Yes,2019,1615169.49,N,RUS,none,0
DEU,370973013.91670436,Yes,2019,1134713.468,N,DEU,none,0
IDN,342701278.9558128,Yes,2019,2928279.43,N,IDN,none,0
FRA,331406239.8252842,Yes,2019,1762171.6,N,FRA,none,0
PAK,305394562.04671705,Yes,2019,3505356,N,PAK,none,0
AUS,294279917.9619316,Yes,2019,1242623.897,N,AUS,none,0
EGY,276096501.37281895,Yes,2019,1245300,N,EGY,none,0
BRA,265053819.25387812,Yes,2019,4813508.9534,N,BRA,none,0
THA,250650979.07415372,Yes,2019,1263195.69,N,THA,none,0
MEX,244714768.83693212,Yes,2019,1331837.19,N,MEX,none,0
CAN,213816256.9340958,Yes,2019,2506368,N,CAN,none,0
ARG,200824807.52287441,Yes,2019,1201788.8908000002,N,ARG,none,0
VNM,175531253.24923196,Yes,2019,1494070.75,N,VNM,none,0
UKR,169486497.68667194,Yes,2019,1438196.06,N,UKR,none,0
IRN,129910329.12320079,Yes,2019,533276.692,N,IRN,none,0
ITA,127819881.1273082,Yes,2019,494995.88800000004,N,ITA,none,0
ESP,124586547.10772365,Yes,2019,836304.577,N,ESP,none,0
PHL,122448932.7718554,Yes,2019,709569.32,N,PHL,none,0
BGD,117668736.34127656,Yes,2019,1327760,N,BGD,none,0
MYS,113914676.43505079,Yes,2019,386877.95,N,MYS,none,0
GBR,109019734.02652495,Yes,2019,858426,N,GBR,none,0
POL,107416258.81941463,Yes,2019,865381.0700000001,N,POL,none,0
JPN,100319549.95629139,Yes,2019,351668.8,N,JPN,none,0
COL,79846359.37517765,Yes,2019,462365.73,N,COL,none,0
TUR,76049183.09535167,Yes,2019,1682549,N,TUR,none,0
NLD,70788056.33485001,Yes,2019,163527.67200000002,N,NLD,none,0
ROU,67355533.9592786,Yes,2019,377082.228,N,ROU,none,0
UZB,66272017.93972518,Yes,2019,706889.68,N,UZB,none,0
GTM,56733102.49160689,Yes,2019,169583.26,N,GTM,none,0
ZAF,56112834.05497494,Yes,2019,360426,N,ZAF,none,0
PER,51883022.74158923,Yes,2019,329921.65,N,PER,none,0
MMR,47367605.74191096,Yes,2019,353343.97,N,MMR,none,0
BLR,47182114.28745654,Yes,2019,373487.681,N,BLR,none,0
DNK,44849307.75908263,Yes,2019,186065.72106,N,DNK,none,0
MAR,44230673.90954738,Yes,2019,211000,N,MAR,none,0
PRY,40807672.72664807,Yes,2019,122771.4,N,PRY,none,0
BEL,37881620.430979386,Yes,2019,144745.675,N,BEL,none,0
SWE,37143224.497521594,Yes,2019,151063.128,N,SWE,none,0
ECU,36358870.95008872,Yes,2019,208212.58,N,ECU,none,0
CHL,35358705.215926774,Yes,2019,188551.88,N,CHL,none,0
HUN,33193416.77833699,Yes,2019,343950.127,N,HUN,none,0
KOR,33154489.12534804,Yes,2019,211677.22,N,KOR,none,0
DZA,32143603.141003493,Yes,2019,70200,N,DZA,none,0
GRC,31918293.246788524,Yes,2019,156921.59600000002,N,GRC,none,0
KAZ,29929723.955679696,Yes,2019,54542.29,N,KAZ,none,0
CZE,29788124.38627481,Yes,2019,274590.46400000004,N,CZE,none,0
PRT,28506095.278970405,Yes,2019,87616.94504,N,PRT,none,0
NPL,26876323.37709631,Yes,2019,121485.98,N,NPL,none,0
CUB,26294904.08919849,Yes,2019,40019.11,N,CUB,none,0
GHA,24756986.966226343,Yes,2019,76500,N,GHA,none,0
SRB,22487966.389169283,Yes,2019,201966.396278353,N,SRB,none,0
NGA,22359247.217234705,Yes,2019,436400,N,NGA,none,0
ETH,22181941.102866244,Yes,2019,420137.62,N,ETH,none,0
LVA,20371689.546484135,Yes,2019,66753.78600000001,N,LVA,none,0
SDN,19222229.623063345,Yes,2019,120454.81,N,SDN,none,0
TZA,19013640.007680494,Yes,2019,141509.48,N,TZA,none,0
AUT,18718651.40663913,Yes,2019,81239.59242999999,N,AUT,none,0
NIC,17610256.38688291,Yes,2019,53971.11,N,NIC,none,0
PRK,17014139.914172295,No,2019,53971.11,N,53971.11,none,0
VEN,15907817.17073627,Yes,2019,142300,N,VEN,none,0
TWN,15451483.585332446,Yes,2019,135143.28,N,TWN,none,0
AZE,14907447.192262892,Yes,2019,148695,N,AZE,none,0
CHE,14525092.945975028,Yes,2019,38148.05,N,CHE,none,0
FIN,14055662.784255108,Yes,2019,121401.946,N,FIN,none,0
NZL,13942387.220853884,Yes,2019,46556,N,NZL,none,0
KGZ,13692151.529250788,Yes,2019,24773.6,N,KGZ,none,0
CMR,13637400.23891997,Yes,2019,46509.16,N,CMR,none,0
KHM,13595715.82186319,Yes,2019,112118.62,N,KHM,none,0
CIV,12955457.408819854,Yes,2019,65558.11,N,CIV,none,0
HND,12780212.949240863,Yes,2019,86136.63,N,HND,none,0
SAU,12683449.049103377,Yes,2019,178200,N,SAU,none,0
MLI,12463161.338653237,Yes,2019,102934.33,N,MLI,none,0
LTU,12354101.599334715,Yes,2019,147704.681,N,LTU,none,0
TUN,12035264.377723213,Yes,2019,85900,N,TUN,none,0
MDG,11867310.836907458,Yes,2019,24184.52,N,MDG,none,0
LAO,11740312.049463883,No,2019,24184.52,N,24184.52,none,0
AGO,11316164.06115643,Yes,2019,17106.87,N,AGO,none,0
SVK,11271125.355770351,Yes,2019,106296.76619,N,SVK,none,0
LKA,11254375.594190333,Yes,2019,142851.89,N,LKA,none,0
AFG,11103174.046912694,Yes,2019,59702.92,N,AFG,none,0
KEN,10772148.531103551,Yes,2019,139554.15,N,KEN,none,0
NOR,10740117.096851815,Yes,2019,106765,N,NOR,none,0
TKM,10726360.416745638,No,2019,106765,N,106765,none,0
SYR,10559246.660225878,Yes,2019,24881.97,N,SYR,none,0
ISR,10317064.779519146,Yes,2019,45272.1,N,ISR,none,0
DOM,10152260.896133812,Yes,2019,89635.22,N,DOM,none,0
TJK,9741323.549771942,Yes,2019,7937.29,N,TJK,none,0
YEM,9554599.044593014,Yes,2019,9205.97,N,YEM,none,0
SWZ,9477485.681020593,No,2019,9205.97,N,9205.97,none,0
IRL,9129797.634830145,Yes,2019,238309.35375,N,IRL,none,0
MWI,8903642.548293917,Yes,2019,77290.04,N,MWI,none,0
SLV,8782144.894177927,Yes,2019,25165.67,N,SLV,none,0
BOL,8670978.747869343,Yes,2019,14593.93,N,BOL,none,0
MDA,8538527.205399537,Yes,2019,49297.41,N,MDA,none,0
BGR,7926581.878972925,Yes,2019,291505.922,N,BGR,none,0
URY,7816526.595472928,Yes,2019,171835.98,N,URY,none,0
EST,7745325.367166781,Yes,2019,34269.226,N,EST,none,0
IRQ,7661246.997111124,Yes,2019,173013.64,N,IRQ,none,0
HRV,7451541.9081978705,Yes,2019,80300.87299999999,N,HRV,none,0
ZMB,7340673.0285031125,Yes,2019,167640.43,N,ZMB,none,0
ZWE,7083056.152574739,Yes,2019,50100,N,ZWE,none,0
CRI,6996794.074496098,Yes,2019,93281.24,N,CRI,none,0
COD,6643288.819602948,Yes,2019,15571.37,N,COD,none,0
BEN,6277503.905782782,Yes,2019,75342.4,N,BEN,none,0
UGA,6191792.702472046,Yes,2019,11209,N,UGA,none,0
ALB,6057152.999387405,Yes,2019,38329.56,N,ALB,none,0
MOZ,5544543.034773104,Yes,2019,26508.47,N,MOZ,none,0
NER,5324185.605239309,Yes,2019,11025.97,N,NER,none,0
PNG,5249871.930766702,Yes,2019,28748.76,N,PNG,none,0
ARM,5225264.465244473,Yes,2019,90106.3,N,ARM,none,0
GUY,4954922.981898397,Yes,2019,21371.78,N,GUY,none,0
SEN,4899747.942125075,Yes,2019,31485.84,N,SEN,none,0
HTI,4721179.39972458,No,2019,31485.84,N,31485.84,none,0
BIH,4210665.446934637,Yes,2019,69452.62,N,BIH,none,0
